"sale","lot","position","dealer","year","origin_author","origin_cat","school_pntg","diff_origin","logprice","price","count","subject","authorstandard","artistliving","authorstyle","author","winningbidder","winningbiddertype","endbuyer","Interm","type_intermed","Height_in","Width_in","Surface_Rect","Diam_in","Surface_Rnd","Shape","Surface","material","mat","materialCat","nfigures","engraved","original","prevcoll","othartist","paired","figures","finished","lrgfont","relig","landsALL","lands_sc","lands_elem","lands_figs","lands_ment","arch","mytho","peasant","othgenre","singlefig","portrait","still_life","discauth","history","allegory","pastorale","other"
"J1768",26,0.252427184,"J",1768,"D/FL","D/FL","D/FL",0,2.079441542,"8.0",1,"Lucrece qui se poignarde","Leyden, Lucas van",0,"n/a","Lucas de Leyde","Chiquet de Champs-Renard","C","C",0,"",10,7,70,NA,NA,"squ_rect",70,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1775",18,0.24,"P",1775,"D/FL","D/FL","D/FL",0,6.802394763,"900.0",1,"Une grande voute par laquelle on voit un monument & de beaux loinrains [sic] éclairés au soleil couchant ; le devant est occupé par des Paysans & divers animaux","Asselijn, Jan",0,"n/a","J. Asselin","Roezer","U","U",0,"",15,16,240,NA,NA,"squ_rect",240,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",65,0.631067961,"J",1768,"X","X","D/FL",1,1.098612289,"3.0",1,"Une Table de Cuisine","Flemish",0,"n/a","Flemish","Unknown","","",NA,"",34,41,1394,NA,NA,"squ_rect",1394,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"P1775",65,0.866666667,"P",1775,"F","F","F",0,4.324132656,"75.5",1,"(2) Des vues de jardin, de la Ville Pamphille ; dans l'un est une belle fontaine, & sur le devant un homme & une femme dansant au son d'un tambour de basque & d'une guitare ; dans l'autre des cascades & plusieurs femmes se baignant.","Hoüel (JPLL), Jean-Pierre-Louis-Laurent",1,"n/a","Houel","Paillet, Alexandre-Joseph","E","E",0,"",15,23.5,352.5,NA,NA,"squ_rect",352.5,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1764",70,0.139442231,"R",1764,"A","A","D/FL",1,1.871802177,"6.5",1,"(2) Deux sujets de Guerre","Querfurt, August",0,"n/a","Auguste Querfurt","Wille, Johan Georg","C","C",0,"",7.5,10,75,NA,0,"squ_rect",75,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",208,0.628398792,"R",1776,"F","F","F",0,5.996452089,"402.0",1,"Paysage","Courtois (Il Borgognone), Jacques",0,"n/a","Courtois","Renouard, abbé","B","B",0,"",10.25,13.5,138.375,NA,NA,"squ_rect",138.375,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778",2,0.031746032,"L",1778,"D/FL","D/FL","D/FL",0,5.634789603,"280.0",1,"L'intérieur d'une Ecurie","Cuyp (A), Aelbert",0,"n/a","Albert Kuip","Lebrun, Jean-Baptiste-Pierre","E","E",0,"",11.5,14.5,166.75,NA,NA,"squ_rect",166.75,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1776",32,0.096676737,"R",1776,"I","I","I",0,4.182050143,"65.5",1,"(2)Femme violon, livre de musique/Jardiniere chapeau","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"miniature","mi","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"L1768",94,0.460784314,"L",1768,"F","F","F",1,3.401197382,"30.0",1,"Ascencion","Vouet, Simon",0,"n/a","Simon Vouet","Unknown","","",NA,"",66,48,3168,NA,NA,"squ_rect",3168,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",73,0.708737864,"J",1768,"F","F","F",0,0.693147181,"2.0",1,"(3) Portrait de Louis XIV; portrait d'Anne d'Autriche; portrait du Grand Dauphin","Testelin (L), Louis",0,"n/a","Testellin","Unknown","","",NA,"",24,20,480,NA,NA,"squ_rect",480,"toile","t","canvas",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R1764",149,0.296812749,"R",1764,"F","F","F",0,3.931825633,"51.0",1,"Le portrait de ce Peintre peint par lui-même à l'âge de 31 ans","Dumon (le Romain), Jacques",1,"n/a","Jacques Dumont","Rémy, Pierre","E","E",0,"",24,19,456,NA,0,"squ_rect",456,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"L1774",73,0.544776119,"R",1774,"G","G","D/FL",1,4.564348191,"96.0",1,"Pyasage et rochers","Dietrich, Christian Wilhelm Ernst",0,"n/a","Dietricy","Lebrun, Jean-Baptiste-Pierre","E","E",0,"",5,6,30,NA,NA,"squ_rect",30,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",44,0.291390728,"L",1778,"D/FL","D/FL","D/FL",0,4.382026635,"80.0",1,"Grand chemin sablonneux","Wouwerman, Philips",0,"n/a","Pierre Wouvermans","Unknown","","",NA,"",9,10.5,94.5,NA,NA,"squ_rect",94.5,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",33,0.099697885,"R",1776,"I","I","I",0,4.060443011,"58.0",1,"Femme plus qu'à mi-corps, eventail","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Leger","U","U",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"miniature","mi","other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1776",15,0.045317221,"R",1776,"F","F","I",1,3.17805383,"24.0",1,"(2) Marines","Montagne, Renaud de la",0,"n/a","Montagne de Venise","Mercier, Charles-André","D","D",0,"",4,5.75,23,NA,NA,"squ_rect",23,"bois (ovales)","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",9,0.027190332,"R",1776,"I","I","I",0,5.966146739,"390.0",1,"(2) Architecture","Galli-Bibiena (Fe), Fernando; Miel, Jan",0,"n/a","Ferdinand Galli Bibiena & Jean Miel","Donjeux, Vincent","D","D",0,"",41,58,2378,NA,NA,"squ_rect",2378,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",138,0.433962264,"R",1767,"D/FL","D/FL","D/FL",0,6.942639681,"1,035.5",1,"(2) Deux Tableaux en pendants;  une campagne très étendue; l'autre, de Rubens, représente des vues de maisons & abbayes dans un très riche Paysage, avec figure","Rijn, Rembrandt Harmenszoon van",0,"n/a","Rembrandt van Ryn","Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de","DC","C",1,"D",16.5,24.5,404.25,NA,NA,"squ_rect",404.25,"bois","b","wood",0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",41,0.123867069,"R",1776,"G","G","D/FL",1,7.313886832,"1,501.0",1,"Baptême du Christ das un paysage","Rottenhammer I, Hans; Breughel I the Elder (J), Jan",0,"n/a","Jean Rottenhamer et Breughel de Velours","Darras","U","U",0,"",12,18,216,NA,NA,"squ_rect",216,"cuivre","c","copper",0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",210,0.634441088,"R",1776,"F","F","F",0,5.888877958,"361.0",1,"Psyché abandonnée par l'Amour","Colombel, Nicolas",0,"n/a","Niolas Colombel","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",66,30,1980,NA,NA,"squ_rect",1980,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1776",189,0.570996979,"R",1776,"G","G","D/FL",1,4.875197323,"131.0",1,"(2) paysages et fabriques","Wals, Goffredo",0,"n/a","Gofredi","Donjeux, Vincent","D","D",0,"",NA,NA,NA,9,63.585,"round",63.585,"n/a","n/a","",0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",124,0.821192053,"L",1778,"F","F","F",0,3.583518938,"36.0",1,"Le Genie de la Pinture","Deshays (JBH), Jean-Baptiste-Henri",0,"n/a","Jean-Baptiste Deshayes, d'apres Boucher","Unknown","","",NA,"",22,32,704,NA,NA,"squ_rect",704,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"J1777b",14,0.482758621,"J",1777,"G","G","D/FL",1,4.471638793,"87.5",1,"(2) Paysage avec canards, chaumiere","Lingelbach, Johannes",0,"n/a","Lingelbach","Vigoureux","U","U",0,"",13.42,12,161.04,NA,NA,"squ_rect",161.04,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1775",49,0.653333333,"P",1775,"F","F","F",0,3.277144733,"26.5",1,"(2) Deux esquisses spirituellement touchées, l'une représente l'adoration des Rois, l'autre l'enlevement d'Orithi par le vent Borée.","La Fosse, Charles de",0,"n/a","Charles de la Fosse","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",14,18,252,NA,NA,"squ_rect",252,"toile","t","canvas",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",199,0.601208459,"R",1776,"F","F","F",0,7.26612878,"1,431.0",1,"Marine au soleil couchant","Gellée (Lorrain), Claude",0,"n/a","Claude Gelée, dit Le Lorrain","Donjeux, Vincent","D","D",0,"",30.5,38.5,1174.25,NA,NA,"squ_rect",1174.25,"toile","t","canvas",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1773",8,0.571428571,"J",1773,"A","A","D/FL",1,4.787491743,"120.0",1,"(2) Deux Paysages ornés de figures","Weirotter, Franz Edmund",0,"n/a","F. Weyrotter","Nanteuil, de","U","U",0,"",9,13,117,NA,NA,"squ_rect",117,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1773",9,0.157894737,"R",1773,"D/FL","D/FL","D/FL",0,5.796057751,"329.0",1,"Un vieillard à mi-corps, vêtu d'une robe sourrée ; il a la tête nue, sa main droite posée sur la poitrine","Rijn, Rembrandt Harmenszoon van",0,"n/a","Rembrandt Van Ryn","Basan, Pierre-François","D","D",0,"",27,21,567,NA,NA,"squ_rect",567,"bois","b","wood",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"L1780",24,0.727272727,"L",1780,"F","F","F",0,3.891820298,"49.0",1,"Enfant portant des cerises dans son chapeau","Fragonard (JH), Jean-Honoré",1,"n/a","Honoré Fragonard","Dulac, Antoine-Charles","D","D",0,"",14,11,154,NA,NA,"squ_rect",154,"n/a","n/a","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"L1778",33,0.523809524,"L",1778,"G","G","D/FL",1,6.345636361,"570.0",1,"Paysage avec statue de Venus","Dietrich, Christian Wilhelm Ernst",0,"n/a","Ernest Dietricy","Langlier, Jacques","D","D",0,"",13.5,10.5,141.75,NA,NA,"squ_rect",141.75,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1772",41,1,"R",1772,"F","F","F",0,2.708050201,"15.0",1,"Moyse en présence de Pharaon & de sa Cour","Loir, Nicolas-Pierre",0,"n/a","Nicolas Loir","Prieur des Celestins","U","U",0,"",19,23,437,NA,NA,"squ_rect",437,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1765",8,0.131147541,"R",1765,"X","X","I",1,2.48490665,"12.0",1,"L'Adoration des Bergers","in the taste of Bassano",0,"in the taste of","dans le goût du Bassan","Unknown","","",NA,"",10.5,12.5,131.25,NA,NA,"squ_rect",131.25,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",5,0.048543689,"J",1768,"X","X","I",1,2.397895273,"11.0",1,"le jeune Tobie tenant un poisson & conduit par l'Ange","in the taste of Fetti, Domenico",0,"in the taste of","dans le gout du Fety","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",269,0.84591195,"R",1767,"F","F","F",0,7.090076836,"1,200.0",1,"Un Sujet de Médée & Jasonarge.","Loo (Ca), Carle van",0,"n/a","Carle Vanloo","Rémy, Pierre","E","E",0,"",29,11.5,333.5,NA,NA,"squ_rect",333.5,"toile","t","canvas",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"J1777",34,0.708333333,"J",1777,"F","F","F",0,2.724579503,"15.3",1,"(4) sujets galands","Vien (JM), Joseph-Marie",1,"n/a","J. Vien","Unknown","","",NA,"",10.75,7.5,80.625,NA,NA,"squ_rect",80.625,"huile sur papier","h","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1770",66,0.515625,"R",1770,"F","F","F",0,6.164366882,"475.5",1,"(2) Suzanne et les Vieillards / Loth et ses filles","Troy (JF), Jean-François de",0,"n/a","Jean-François de Troy","Nanteuil, de","U","U",0,"",35,50,1750,NA,NA,"squ_rect",1750,"toile","t","canvas",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",195,0.589123867,"R",1776,"F","F","F",0,8.691482577,"5,952.0",1,"(2) Campo Vaccino / Un port de mer","Gellée (Lorrain), Claude; Miel, Jan",0,"n/a","Claude Gelée, dit Le Lorrain et Jean Miel","Langlier, Jacques for Poullain, Antoine","DC","C",1,"D",20,26,520,NA,NA,"squ_rect",520,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",2,0.006289308,"R",1767,"I","I","I",0,3.912023005,"50.0",1,"Un saint Religieux à genoux, qui tient un enfant par le bras, & qui invoque la Sainte Vierge & l'Enfant Jesus, accompagné de plusieurs Anges dans une Gloire.","Vanni, Francesco",0,"n/a","Cavalier François Vanni, ou Le Vannius","Basan, Pierre-François","D","D",0,"",14.5,10.25,148.625,NA,NA,"squ_rect",148.625,"papier colé sur bois","b","wood",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",37,0.276119403,"P",1780,"F","F","F",0,3.828641396,"46.0",1,"Baigneuses surprises par des Faunes","Le Clerc, Sébastien",0,"n/a","Le Clerc","Paul","U","U",0,"",12,16,192,NA,NA,"squ_rect",192,"-","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1777",90,0.379746835,"R",1777,"D/FL","D/FL","D/FL",0,8.29404964,"4,000.0",1,"Cabaret","Wouwerman, Philips",0,"n/a","Philippe Wouwermans","Choiseul-Praslin, Comte de","C","C",0,"",6.5,9.25,60.125,NA,NA,"squ_rect",60.125,"cuivre","c","copper",0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",22,0.145695364,"L",1778,"D/FL","D/FL","D/FL",0,4.49980967,"90.0",1,"Buste d'homme","Hals (F), Frans",0,"n/a","Franck Hals","Unknown","","",NA,"",23.5,16.5,387.75,NA,NA,"squ_rect",387.75,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1775",48,0.64,"P",1775,"F","F","F",0,3.433987204,"31.0",1,"Le serpent d'airain","La Fosse, Charles de",0,"n/a","Charles de la Fosse","Paillet, Alexandre-Joseph","E","E",0,"",13,16,208,NA,NA,"squ_rect",208,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"R1777",189,0.797468354,"R",1777,"F","F","F",0,5.605802066,"272.0",1,"Nativité (grisaille du 188)","Boucher (F), François",0,"n/a","François Boucher","Wille, Johan Georg","C","C",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",149,0.450151057,"R",1776,"D/FL","D/FL","D/FL",0,5.427150238,"227.5",1,"(2) Batailles","Meulen, Adam Frans van der",0,"n/a","Antoine François Vander-Meulen","Rousseau","D","D",0,"",8.5,12.5,106.25,NA,NA,"squ_rect",106.25,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"R1771",1842,10.77192982,"R",1771,"D/FL","D/FL","D/FL",0,4.158883083,"64.0",1,"Paysage montagneux","Molenaer (Co), Cornelis",0,"n/a","Corneille Molenaert","Langlier, Jacques","D","D",0,"",9,7,63,NA,NA,"squ_rect",63,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",37,0.111782477,"R",1776,"D/FL","D/FL","D/FL",0,5.480638923,"240.0",1,"(2) Paysages 2hommes un ane/homme meditation","Bril (P), Paul",0,"n/a","Paul Bril","Colignon","D","D",0,"",3.75,4.25,15.9375,NA,NA,"squ_rect",15.9375,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",152,0.641350211,"R",1777,"D/FL","D/FL","D/FL",0,6.431331082,"621.0",1,"Paysage avec figures, voitures Pendant du 151","Neer (E), Eglon van der",0,"n/a","Eglon Vander-Néer","Millon d'Ailly, Augustin","C","C",0,"",7.5,9.5,71.25,NA,NA,"squ_rect",71.25,"bois","b","wood",0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1766",21,0.318181818,"R",1766,"X","X","D/FL",1,1.791759469,"6.0",1,"Tabagie où sont quatre Figures","in the manner of Teniers II the Younger, David",0,"in the manner of","dans la manière de David Teniers","Unknown","","",NA,"",4.5,6,27,NA,NA,"squ_rect",27,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"R1773",28,0.49122807,"R",1773,"D/FL","D/FL","D/FL",0,8.101677747,"3,300.0",1,"Une tabagie dans l'intérieur d'une maison ; trois hommes y sont représentés dans le milieu du tableau ; deux sont assis ; le troisieme est debout proche d'une table sur laquelle sont des cartes, un verre de biere & une pipe. Un grouppe de trois autres hommes tenant chacun une pipe, sont á droite, proche de la cheminée, & trois autres du côté opposé sur un troisieme plan, jouent au galer","Ostade (A), Adriaen van",0,"n/a","Adrien van Ostade","Donjeux, Vincent","D","D",0,"",14,12,168,NA,NA,"squ_rect",168,"bois","b","wood",12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"R1764",154,0.306772908,"R",1764,"F","F","F",0,5.438079309,"230.0",1,"Un Ecolier, figure à mi-corps, grande comme nature; ce jeune homme a la tête vue de trois quarts, & ls mains posées sur un livre ouvert.","Greuze, Jean-Baptiste",1,"n/a","Jean-Baptiste Greuze","Horion","D","D",0,"",22.5,17.5,393.75,NA,0,"squ_rect",393.75,"toile","t","canvas",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1773",8,0.140350877,"R",1773,"D/FL","D/FL","D/FL",0,3.912023005,"50.0",1,"Un bain de femmes","Poelenberch, Cornelis van",0,"n/a","Corneille Poelemburg","Rémy, Pierre","E","E",0,"",9,11,99,NA,NA,"squ_rect",99,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"J1773",13,0.928571429,"J",1773,"F","F","F",0,5.521460918,"250.0",1,"(2) Deux Paysages avec figures & animaux","Loutherbourg, Philippe Jacques de",1,"n/a","P. J. Loutherbourg","Folliot, Julien","D","D",0,"",8.5,11.5,97.75,NA,NA,"squ_rect",97.75,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",181,0.546827795,"R",1776,"D/FL","D/FL","D/FL",0,8.29404964,"4,000.0",1,"(2) Fleurs / Fruits","Huysum (J), Jan van",0,"n/a","Jean Van-Huysum","Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin","DC","C",1,"D",18.5,15.5,286.75,NA,NA,"squ_rect",286.75,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1773",47,0.824561404,"R",1773,"D/FL","D/FL","D/FL",0,5.393627546,"220.0",1,"Un Chasseur à cheval & un homme qui porte des oiseaux pour le vol.","Wijnants, Jan",0,"n/a","Weynants","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",8.5,6.75,57.375,NA,NA,"squ_rect",57.375,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1776",57,0.172205438,"R",1776,"D/FL","D/FL","D/FL",0,6.396929655,"600.0",1,"Adoration des Mages","Breughel I the Elder (J), Jan",0,"n/a","Jean Breughel, ou Breughel de Velours","Feuillet for Stroganoff, Alexandre comte de","DC","C",1,"D",3.75,5.25,19.6875,NA,NA,"squ_rect",19.6875,"cuivre","c","copper",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",233,0.732704403,"R",1767,"F","F","F",0,3.583518938,"36.0",1,"(20) Vingt Tableaux de la Caravane du Sultan à la Mecque","French",0,"n/a","French","Rémy, Pierre","E","E",0,"",23,17,391,NA,NA,"squ_rect",391,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"R1767",184,0.578616352,"R",1767,"D/FL","D/FL","D/FL",0,5.916202063,"371.0",1,"Une Embuscade dans une forêt où Louis XIV commande en personne","Meulen, Adam Frans van der",0,"n/a","Antoine François Vander Meulen","Perrier, Marc-François","D","D",0,"",NA,NA,NA,NA,NA,"",NA,"","","",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1776",6,0.018126888,"R",1776,"I","I","I",0,5.720311777,"305.0",1,"(2) Paysages avec figures","Bonzi (Gobbo dei Carracci), Pietro Paolo",0,"n/a","Pierre Paul de Cortone surnommé le Gabbo des Carraches","Darras","U","U",0,"",10.75,14.25,153.1875,NA,NA,"squ_rect",153.1875,"bois (ovales)","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",100,0.302114804,"R",1776,"D/FL","D/FL","D/FL",0,6.18929029,"487.5",1,"(2)  Joueur de vielle / homme avec baton sur l'epaule","Teniers II the Younger, David",0,"n/a","David Teniers","Paillet, Alexandre-Joseph","D","D",0,"",12,9,108,NA,NA,"squ_rect",108,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"J1772",11,0.55,"J",1772,"D/FL","D/FL","D/FL",0,6.109247583,"450.0",1,"Diane & Endimion, figures à mi-corps, de grandeur naturelle","Rubens, Peter Paul",0,"n/a","P.P. Rubens","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",25,32,800,NA,NA,"squ_rect",800,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"P1780",31,0.231343284,"P",1780,"F","F","F",0,4.094344562,"60.0",1,"(2) Paysage avec bergers","Huet I (JBM), Jean-Baptiste-Marie",1,"n/a","J.B. Huet","Silvestre, Jacques-Augustin de","D","D",0,"",20,16,320,NA,NA,"squ_rect",320,"-","","",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1780",12,0.363636364,"L",1780,"F","F","F",0,4.248495242,"70.0",1,"(2) 2 esquisses : Briseis et Achille, Marc Antoine et Cleopatre","Deshays (JBH), Jean-Baptiste-Henri",0,"n/a","Jean-Baptiste Deshayes","Unknown","","",NA,"",20,18,360,NA,NA,"squ_rect",360,"toile","t","canvas",27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1771",91,0.532163743,"R",1771,"F","F","F",0,4.605170186,"100.0",1,"(2) Sacrifice à Jupiter; Marc-Aurele","Robert, Hubert",1,"n/a","M. Robert","Unknown","","",NA,"",24,12,288,NA,NA,"squ_rect",288,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1776",271,0.818731118,"R",1776,"F","F","F",0,2.740840024,"15.5",1,"(2) rochers dans des paysages","Crepin",0,"n/a","M. Crepin","Basan, Pierre-François","D","D",0,"",4.25,5.5,23.375,NA,NA,"squ_rect",23.375,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",14,0.068627451,"L",1768,"I","I","I",1,6.396929655,"600.0",1,"Femme adultere","Lotto, Lorenzo",0,"n/a","Lotto","Unknown","","",NA,"",46,62,2852,NA,NA,"squ_rect",2852,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1765",38,0.62295082,"R",1765,"F","F","F",0,6.47866324,"651.1",1,"(2) La Vigne Pamphile","Vernet (CJ), Claude-Joseph",1,"n/a","M. Vernet (Joseph)","Basan, Pierre-François","D","D",0,"",27.5,36,990,NA,NA,"squ_rect",990,"toile","t","canvas",27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"J1775",9,0.45,"J",1775,"F","F","F",0,2.995732274,"20.0",1,"Eson rajeuni par Médée. Elle le présente à Jason","Troy (JF), Jean-François de",0,"n/a","J. B. de Troy","Unknown","","",NA,"",20,27,540,NA,NA,"squ_rect",540,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
